"directors","tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","averageRating","numVotes","writers","primaryName","birthYear","deathYear","primaryProfession","knownForTitles","director_writer_pair"
"nm0635620","tt1871197","tvSpecial","2010 Britannia Awards","2010 Britannia Awards","0","2010",NA,NA,NA,8,17,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1686920","tvEpisode","Semifinals - Second 12","Semifinals - Second 12","0","2010",NA,NA,"Family,Game-Show,Music",6.1,23,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt11182688","tvEpisode","Silence the Whisperers","Silence the Whisperers","0","2019",NA,"41","Talk-Show",8.1,32,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt6044330","tvEpisode","Live Results 4","Live Results 4","0","2016",NA,NA,"Family,Game-Show,Music",6.1,21,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt8377430","tvEpisode","Auditions 2","Auditions 2","0","2018",NA,NA,"Family,Game-Show,Music",7.2,57,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1986263","tvEpisode","Finale Results","Finale Results","0","2011",NA,NA,"Family,Game-Show,Music",5.3,26,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt6226666","tvEpisode","Go Getters","Go Getters","0","2016",NA,"42","Talk-Show",8.2,55,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt6778148","tvEpisode","Lantern","Lantern","0","2017",NA,"42","Talk-Show",8.4,16,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt15209962","tvEpisode","Quarterfinals Results 2","Quarterfinals Results 2","0","2021",NA,NA,"Family,Game-Show,Music",6.3,22,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt4848692","tvEpisode","Audition 6","Audition 6","0","2015",NA,NA,"Family,Game-Show,Music",5.7,25,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1683068","tvEpisode","Quarterfinals - Second 12","Quarterfinals - Second 12","0","2010",NA,NA,"Family,Game-Show,Music",5.8,22,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1986249","tvEpisode","Quarterfinals, Week 3 Results","Quarterfinals, Week 3 Results","0","2011",NA,NA,"Family,Game-Show,Music",5.9,27,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt10690744","tvEpisode","Judge Cuts 4","Judge Cuts 4","0","2019",NA,NA,"Family,Game-Show,Music",7.2,52,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt10708866","tvEpisode","Quarter Finals 1","Quarter Finals 1","0","2019",NA,NA,"Family,Game-Show,Music",6.5,53,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt3564098","tvEpisode","The Grove","The Grove","0","2014",NA,NA,"Talk-Show",8.5,59,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt2388847","tvEpisode","St. Louis Auditions: Part 1","St. Louis Auditions: Part 1","0","2012",NA,NA,"Family,Game-Show,Music",7.4,58,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt2236722","tvEpisode","Quarter Finals 2","Quarter Finals 2","0","2012",NA,NA,"Family,Game-Show,Music",5.7,31,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1233515","tvSpecial","A-List Awards","A-List Awards","0","2008",NA,"90",NA,6.6,75,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt9127594","tvEpisode","The Champions Two","The Champions Two","0","2019",NA,NA,"Game-Show",7.5,43,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt5790484","tvEpisode","Audition 6","Audition 6","0","2016",NA,NA,"Family,Game-Show,Music",7.2,31,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt5604524","tvEpisode","The Karate Kid","The Karate Kid","0","2016",NA,NA,"Family,Reality-TV",8.7,22,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt12592996","tvEpisode","AGT: Best of Auditions","AGT: Best of Auditions","0","2020",NA,NA,"Family,Game-Show,Music",5.8,34,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1986259","tvEpisode","Semifinals, Round 2 Results","Semifinals, Round 2 Results","0","2011",NA,NA,"Family,Game-Show,Music",6.3,21,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt5610546","tvEpisode","Klick","Klick","0","2016",NA,"39","Talk-Show",7.4,21,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1986252","tvEpisode","Quarterfinals, YouTube","Quarterfinals, YouTube","0","2011",NA,NA,"Family,Game-Show,Music",5.5,23,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt14265496","tvEpisode","Auditions 2","Auditions 2","0","2021",NA,NA,"Family,Game-Show,Music",7,41,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt8412188","tvEpisode","No One's Gone","No One's Gone","0","2018",NA,"42","Talk-Show",8.9,40,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt8879780","tvEpisode","Keep the Faith!","Keep the Faith!","0","2019",NA,NA,"Game-Show,Music",6.1,8,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt4848694","tvEpisode","Audition 7: Final Auditions","Audition 7: Final Auditions","0","2015",NA,NA,"Family,Game-Show,Music",6.1,25,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1683066","tvEpisode","Quarterfinals - First 12","Quarterfinals - First 12","0","2010",NA,NA,"Family,Game-Show,Music",5.7,23,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt5656816","tvEpisode","Sicut Cervus","Sicut Cervus","0","2016",NA,"42","Talk-Show",8.3,46,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1686915","tvEpisode","YouTube Contestants Perform","YouTube Contestants Perform","0","2010",NA,NA,"Family,Game-Show,Music",6.1,24,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1686911","tvEpisode","Quarterfinals - Third 12","Quarterfinals - Third 12","0","2010",NA,NA,"Family,Game-Show,Music",5.4,22,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt5882674","tvEpisode","Live Results 3","Live Results 3","0","2016",NA,NA,"Family,Game-Show,Music",6.5,29,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt5734526","tvEpisode","We're Back","We're Back","0","2017",NA,NA,"Family,Reality-TV",9.6,11,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt7145296","tvEpisode","Episode #1.7","Episode #1.7","0","2017",NA,NA,"Game-Show,Music",5.5,9,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1686916","tvEpisode","Wildcards","Wildcards","0","2010",NA,NA,"Family,Game-Show,Music",5.3,23,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt15041760","tvEpisode","Auditions 7","Auditions 7","0","2021",NA,NA,"Family,Game-Show,Music",6.6,25,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt9348648","tvEpisode","Adaptation","Adaptation","0","2019",NA,"41","Talk-Show",8.7,51,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt9799024","tvEpisode","Bounty","Bounty","0","2019",NA,"41","Talk-Show",8.4,50,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt14265500","tvEpisode","Auditions 4","Auditions 4","0","2021",NA,NA,"Family,Game-Show,Music",6.7,36,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1986250","tvEpisode","Quarterfinals, Week 4","Quarterfinals, Week 4","0","2011",NA,NA,"Family,Game-Show,Music",5.9,26,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1686919","tvEpisode","Semifinals - First 12 Results","Semifinals - First 12 Results","0","2010",NA,NA,"Family,Game-Show,Music",6.2,23,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt12992908","tvEpisode","Live Finals","Live Finals","0","2020",NA,NA,"Family,Game-Show,Music",5.5,34,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1686913","tvEpisode","Quarterfinals - Last Group of 12","Quarterfinals - Last Group of 12","0","2010",NA,NA,"Family,Game-Show,Music",5.7,21,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1686912","tvEpisode","Third 12 Results","Third 12 Results","0","2010",NA,NA,"Family,Game-Show,Music",5.3,22,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt3779484","tvEpisode","Week 2","Week 2","0","2014",NA,NA,"Family,Game-Show,Music",8,50,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1273270","tvEpisode","Episode #3.16","Episode #3.16","0","2008",NA,NA,"Family,Game-Show,Music",5.1,21,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt14954652","tvEpisode","Auditions 6","Auditions 6","0","2021",NA,NA,"Family,Game-Show,Music",6,35,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt11581638","tvEpisode","The Champions Four","The Champions Four","0","2020",NA,NA,"Game-Show",6.6,32,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt2223014","tvEpisode","Quarter Finals 1 Results","Quarter Finals 1 Results","0","2012",NA,NA,"Family,Game-Show,Music",6.6,34,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt14954644","tvEpisode","Auditions 5","Auditions 5","0","2021",NA,NA,"Family,Game-Show,Music",6.8,32,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt3676996","tvEpisode","Episode #7.31","Episode #7.31","0","2014",NA,NA,"Family,Game-Show,Music",6.8,20,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt7229396","tvEpisode","Live Results 2","Live Results 2","0","2017",NA,NA,"Family,Game-Show,Music",6,34,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1986257","tvEpisode","Semifinals, Round 1 Results","Semifinals, Round 1 Results","0","2011",NA,NA,"Family,Game-Show,Music",6.4,31,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt8692614","tvEpisode","Best of Auditions","Best of Auditions","0","2018",NA,NA,"Family,Game-Show,Music",6.1,36,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt7286396","tvEpisode","Live Show 4","Live Show 4","0","2017",NA,NA,"Family,Game-Show,Music",7.2,36,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt11079804","tvEpisode","Lines We Cross","Lines We Cross","0","2019",NA,"41","Talk-Show",8.9,33,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt9129138","tvEpisode","The Champions Finals","The Champions Finals","0","2019",NA,NA,"Game-Show",8.2,43,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1081052","tvEpisode","Episode #3.1","Episode #3.1","0","2008",NA,NA,"Family,Game-Show,Music",5.2,31,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt2186568","tvEpisode","St. Louis Auditions: Part 2","St. Louis Auditions: Part 2","0","2012",NA,NA,"Family,Game-Show,Music",6.6,29,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1273273","tvEpisode","Episode #3.19","Episode #3.19","0","2008",NA,NA,"Family,Game-Show,Music",5.3,23,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt5790486","tvEpisode","Best of Auditions: Results","Best of Auditions: Results","0","2016",NA,NA,"Family,Game-Show,Music",5.7,27,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt8879778","tvEpisode","Teachers Win Big!","Teachers Win Big!","0","2019",NA,NA,"Game-Show,Music",7.2,11,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt5604526","tvEpisode","Little Piece of Heavenly","Little Piece of Heavenly","0","2016",NA,NA,"Family,Reality-TV",8.5,21,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt3069002","tvEpisode","Last Chance Auditions","Last Chance Auditions","0","2013",NA,NA,"Family,Game-Show,Music",7.5,43,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt5688666","tvEpisode","Top 10 Moments","Top 10 Moments","0","2016",NA,NA,"Family,Reality-TV",7.5,13,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt6611466","tvEpisode","The Princess and the Hot Dog","The Princess and the Hot Dog","0","2017",NA,NA,"Family,Reality-TV",8.1,8,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt6611460","tvEpisode","New Sheriff in Town","New Sheriff in Town","0","2017",NA,NA,"Family,Reality-TV",8.7,7,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt10746498","tvEpisode","Live Results 2","Live Results 2","0","2019",NA,NA,"Family,Game-Show,Music",5.8,46,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt9162818","tvEpisode","Warning Signs","Warning Signs","0","2018",NA,"41","Talk-Show",8.4,50,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt4767880","tvEpisode","Audition 3","Audition 3","0","2015",NA,NA,"Family,Game-Show,Music",6.6,31,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt12992914","tvEpisode","Live Finale Results","Live Finale Results","0","2020",NA,NA,"Family,Game-Show,Music",4.5,47,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt3064340","tvEpisode","Vegas Week, Night 2","Vegas Week, Night 2","0","2013",NA,NA,"Family,Game-Show,Music",7.5,46,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt3147148","tvEpisode","Semifinals Week 1","Semifinals Week 1","0","2013",NA,NA,"Family,Game-Show,Music",7.6,40,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt11223398","tvEpisode","Bonds","Bonds","0","2019",NA,"41","Talk-Show",7.9,28,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1683065","tvEpisode","Vegas Verdicts","Vegas Verdicts","0","2010",NA,NA,"Family,Game-Show,Music",5.7,22,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1666124","tvEpisode","NYC Auditions","NYC Auditions","0","2010",NA,"120","Family,Game-Show,Music",5.5,24,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt4317726","tvEpisode","Episode #14.12","Episode #14.12","0","2015",NA,NA,"Game-Show,Music,Reality-TV",5.3,27,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1669293","tvEpisode","Portland Auditions","Portland Auditions","0","2010",NA,NA,"Family,Game-Show,Music",6.3,23,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1686918","tvEpisode","Semifinals - First 12","Semifinals - First 12","0","2010",NA,NA,"Family,Game-Show,Music",5.1,22,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt10111718","tvEpisode","Here to Help","Here to Help","0","2019",NA,"42","Talk-Show",9.1,42,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt8107152","tvEpisode","Auditions 5","Auditions 5","0","2018",NA,"84","Game-Show,Music,Reality-TV",7.1,25,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt5365496","tvEpisode","Hollywood Round No. 4","Hollywood Round No. 4","0","2016",NA,NA,"Game-Show,Music,Reality-TV",5.2,10,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt6044334","tvEpisode","Live Results 5","Live Results 5","0","2016",NA,NA,"Family,Game-Show,Music",6.6,22,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt10800940","tvEpisode","Live Results 3","Live Results 3","0","2019",NA,NA,"Family,Game-Show,Music",6.2,45,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1986245","tvEpisode","Las Vegas Week: Part 1","Las Vegas Week: Part 1","0","2011",NA,NA,"Family,Game-Show,Music",6.1,22,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt9162814","tvEpisode","What Comes After","What Comes After","0","2018",NA,"41","Talk-Show",8.3,58,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1986247","tvEpisode","Quarterfinals, Week 2 Results","Quarterfinals, Week 2 Results","0","2011",NA,NA,"Family,Game-Show,Music",6.7,27,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1986262","tvEpisode","Finals, Performances","Finals, Performances","0","2011",NA,NA,"Family,Game-Show,Music",6.4,27,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt5882656","tvEpisode","Live Results 1","Live Results 1","0","2016",NA,NA,"Family,Game-Show,Music",7.1,30,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt7083644","tvEpisode","Judge Cuts 4","Judge Cuts 4","0","2017",NA,NA,"Family,Game-Show,Music",6.3,45,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt10379862","tvEpisode","Auditions 2","Auditions 2","0","2019",NA,NA,"Family,Game-Show,Music",6.7,61,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt2336360","tvEpisode","The YouTube/Snapple Show","The YouTube/Snapple Show","0","2012",NA,NA,"Family,Game-Show,Music",6.2,28,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt3138346","tvEpisode","Live from Radio City, Week 5 Performances","Live from Radio City, Week 5 Performances","0","2013",NA,NA,"Family,Game-Show,Music",7.4,40,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt2636018","tvEpisode","Semi-Finals 2: Results","Semi-Finals 2: Results","0","2012",NA,NA,"Family,Game-Show,Music",6.3,18,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt5781558","tvEpisode","Pilot","Pilot","0","2016",NA,"43","Talk-Show",7.3,18,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt10864018","tvEpisode","Live Results 5","Live Results 5","0","2019",NA,NA,"Family,Game-Show,Music",5.5,43,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt10488828","tvEpisode","Auditions 5","Auditions 5","0","2019",NA,NA,"Family,Game-Show,Music",6,56,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1683067","tvEpisode","Quarterfinals - First 12 Results","Quarterfinals - First 12 Results","0","2010",NA,NA,"Family,Game-Show,Music",5.2,22,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1986253","tvEpisode","Quarterfinals, YouTube Results","Quarterfinals, YouTube Results","0","2011",NA,NA,"Family,Game-Show,Music",6.2,24,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt2266974","tvEpisode","Quarter Finals 4 Results","Quarter Finals 4 Results","0","2012",NA,NA,"Family,Game-Show,Music",6.4,30,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt3138354","tvEpisode","Live from Radio City, Week 5 Results","Live from Radio City, Week 5 Results","0","2013",NA,NA,"Family,Game-Show,Music",7.2,39,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt1669294","tvEpisode","Illinois Auditions","Illinois Auditions","0","2010",NA,NA,"Family,Game-Show,Music",6.3,24,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
"nm0635620","tt4317734","tvEpisode","Episode #14.11","Episode #14.11","0","2015",NA,NA,"Game-Show,Music,Reality-TV",5.4,27,NA,"Russell Norman",NA,NA,"director,miscellaneous,producer","tt8746434,tt7369770,tt0759364,tt7619858","nm0635620 - NA"
