"tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","averageRating","numVotes","directors","writers","director_writer_pair"
"tt1015294","tvEpisode","The Locked Wine Cellar","The Locked Wine Cellar","0","2001",NA,NA,"Animation,Comedy,Crime",6.4,35,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1015295","tvEpisode","The Man from Chicago: Part 2","The Man from Chicago: Part 2","0","2001",NA,NA,"Animation,Comedy,Crime",7.6,44,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1015296","tvEpisode","The Mystery in the Net: Part 1","The Mystery in the Net: Part 1","0","2001",NA,NA,"Animation,Comedy,Crime",7.1,37,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1015297","tvEpisode","The Mystery in the Net: Part 2","The Mystery in the Net: Part 2","0","2001",NA,NA,"Animation,Comedy,Crime",7.3,37,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1015298","tvEpisode","The Nanki Beach Mystery Tour: Part 1","The Nanki Beach Mystery Tour: Part 1","0","2001",NA,NA,"Animation,Comedy,Crime",6.4,35,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1015299","tvEpisode","The Nanki Beach Mystery Tour: Part 2","The Nanki Beach Mystery Tour: Part 2","0","2001",NA,NA,"Animation,Comedy,Crime",6.6,34,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1015300","tvEpisode","The Osaka 3 'K' Case: Part 1","The Osaka 3 'K' Case: Part 1","0","2001",NA,NA,"Animation,Comedy,Crime",7.5,47,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1015301","tvEpisode","The Osaka 3 'K' Case: Part 2","The Osaka 3 'K' Case: Part 2","0","2001",NA,NA,"Animation,Comedy,Crime",7.6,47,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1015751","tvEpisode","Metropolitan Police Detective Love Story 4: Part 1","Metropolitan Police Detective Love Story 4: Part 1","0","2001",NA,NA,"Animation,Comedy,Crime",7.4,41,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1015752","tvEpisode","Metropolitan Police Detective Love Story 4: Part 2","Metropolitan Police Detective Love Story 4: Part 2","0","2001",NA,NA,"Animation,Comedy,Crime",7.6,42,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1015753","tvEpisode","The 14th Round of the Matsue Tamazo Linked Verse Contest: Part 1","The 14th Round of the Matsue Tamazo Linked Verse Contest: Part 1","0","2001",NA,NA,"Animation,Comedy,Crime",6.7,33,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1015754","tvEpisode","The 14th Round of the Matsue Tamazo Linked Verse Contest: Part 2","The 14th Round of the Matsue Tamazo Linked Verse Contest: Part 2","0","2001",NA,NA,"Animation,Comedy,Crime",6.5,32,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1015755","tvEpisode","The Kidnapper in the Picture","The Kidnapper in the Picture","0","2001",NA,NA,"Animation,Comedy,Crime",6.3,33,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1015756","tvEpisode","The Man from Chicago: Part 1","The Man from Chicago: Part 1","0","2001",NA,NA,"Animation,Comedy,Crime",7.3,42,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1015757","tvEpisode","The Mysterious Punishment from Heaven","The Mysterious Punishment from Heaven","0","2001",NA,NA,"Animation,Comedy,Crime",6.8,34,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1015758","tvEpisode","The Shaking Restaurant","The Shaking Restaurant","0","2001",NA,NA,"Animation,Comedy,Crime",6.4,33,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1015759","tvEpisode","The Tragedy at the OK Corral","The Tragedy at the OK Corral","0","2001",NA,NA,"Animation,Comedy,Crime",6,32,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1015760","tvEpisode","Unseen Suspect: Part 2","Unseen Suspect: Part 2","0","2003",NA,NA,"Animation,Comedy,Crime",7.5,39,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt10162488","tvEpisode","Aladdin Deck Enhancer","Aladdin Deck Enhancer","0","2019",NA,"22","Comedy,Fantasy,Sci-Fi",7.1,97,"nm3005544","nm3005544","nm3005544 - nm3005544"
"tt10162634","tvEpisode","Episode #35.153","Episode #35.153","0","2019",NA,NA,"Game-Show",8.1,8,"nm1227859","nm0341311","nm1227859 - nm0341311"
"tt10162756","tvEpisode","Hop","Hop","0","2019",NA,"33","Comedy,Fantasy",7.2,49,"nm3766090","nm3766090","nm3766090 - nm3766090"
"tt10162758","tvEpisode","Stuart Little","Stuart Little","0","2019",NA,"26","Comedy,Fantasy",6.8,50,"nm3766090","nm3766090","nm3766090 - nm3766090"
"tt10162764","tvEpisode","Balto II: Wolf Quest","Balto II: Wolf Quest","0","2019",NA,"22","Comedy,Fantasy",6.8,44,"nm3766090","nm3766090","nm3766090 - nm3766090"
"tt10162766","tvEpisode","Final Fantasy: The Spirits Within","Final Fantasy: The Spirits Within","0","2019",NA,"38","Comedy,Fantasy",6.9,44,"nm3766090","nm3766090","nm3766090 - nm3766090"
"tt10162770","tvEpisode","Man on the Moon is BAD, Here's Why","Man on the Moon is BAD, Here's Why","0","2019",NA,"29","Comedy,Fantasy",5.5,52,"nm3766090","nm3766090","nm3766090 - nm3766090"
"tt1016952","tvEpisode","Secret Rushed Omission: Part 2","Secret Rushed Omission: Part 2","0","2002",NA,NA,"Animation,Comedy,Crime",7.5,43,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1016953","tvEpisode","The Courtroom Battle: Kisaki vs Kogoro - Part 1","The Courtroom Battle: Kisaki vs Kogoro - Part 1","0","2002",NA,NA,"Animation,Comedy,Crime",7.3,34,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1016954","tvEpisode","The Courtroom Battle: Kisaki vs Kogoro - Part 2","The Courtroom Battle: Kisaki vs Kogoro - Part 2","0","2002",NA,NA,"Animation,Comedy,Crime",7.3,35,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1016955","tvEpisode","The Fearful Legend of the Snowy Night: Part 1","The Fearful Legend of the Snowy Night: Part 1","0","2001",NA,NA,"Animation,Comedy,Crime",6.8,33,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1016956","tvEpisode","The Fearful Legend of the Snowy Night: Part 2","The Fearful Legend of the Snowy Night: Part 2","0","2001",NA,NA,"Animation,Comedy,Crime",6.9,33,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1016957","tvEpisode","The Forgotten Memento from the Crime: Part 1","The Forgotten Memento from the Crime: Part 1","0","2002",NA,NA,"Animation,Comedy,Crime",6.8,38,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1016958","tvEpisode","The Forgotten Memento from the Crime: Part 2","The Forgotten Memento from the Crime: Part 2","0","2002",NA,NA,"Animation,Comedy,Crime",7,39,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1016959","tvEpisode","The Osaka Double Mystery: The Swordsman and Toyotomi's Castle","The Osaka Double Mystery: The Swordsman and Toyotomi's Castle","0","2002",NA,NA,"Animation,Comedy,Crime",7.8,44,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1016960","tvEpisode","The Truth Behind Valentine's: Part 1 - The Murder","The Truth Behind Valentine's: Part 1 - The Murder","0","2002",NA,NA,"Animation,Comedy,Crime",7.5,38,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1016961","tvEpisode","The Truth Behind Valentine's: Part 2 - The Deduction","The Truth Behind Valentine's: Part 2 - The Deduction","0","2002",NA,NA,"Animation,Comedy,Crime",7.5,37,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1016962","tvEpisode","The Truth Behind Valentine's: Part 3 - The Solution","The Truth Behind Valentine's: Part 3 - The Solution","0","2002",NA,NA,"Animation,Comedy,Crime",7.9,39,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt10172204","movie","Revenge in the Forest of the Dead Sharks","Revenge in the Forest of the Dead Sharks","0","2019",NA,"50","Action,Comedy,Horror",7.8,532,"nm5954636","nm5954636","nm5954636 - nm5954636"
"tt10172224","short","Chair","Chair","0","2019",NA,"5","Documentary,Short",8.5,27,"nm5954636","nm5954636","nm5954636 - nm5954636"
"tt10172434","tvEpisode","Hellboy","Hellboy","0","2019",NA,NA,"Comedy,Talk-Show",6.5,9,"nm5741914","nm5741914","nm5741914 - nm5741914"
"tt10177086","short","Moscow spring","Moscow spring","0","2019",NA,"8","Documentary,Short",8.9,26,"nm5954636","nm5954636","nm5954636 - nm5954636"
"tt10182274","tvEpisode","Knock the Newbie Out of Us","Knock the Newbie Out of Us","0","2019",NA,"43","Adventure,Family,Game-Show",7.8,70,"nm0887536","nm1039864,nm0887536","nm0887536 - nm1039864,nm0887536"
"tt10184412","tvEpisode","Wii Play - Eh, Why Not?","Wii Play - Eh, Why Not?","0","2019",NA,NA,"Comedy,History",8.8,17,"nm10022395","nm10022395","nm10022395 - nm10022395"
"tt1018526","tvEpisode","Case of the Missing Policeman's Notebook","Case of the Missing Policeman's Notebook","0","2002",NA,NA,"Animation,Comedy,Crime",6.6,36,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1018527","tvEpisode","English Teacher vs. Great Western Detective: Part 1","English Teacher vs. Great Western Detective: Part 1","0","2002",NA,NA,"Animation,Comedy,Crime",7.8,49,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1018528","tvEpisode","English Teacher vs. Great Western Detective: Part 2","English Teacher vs. Great Western Detective: Part 2","0","2002",NA,NA,"Animation,Comedy,Crime",8.1,47,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1018529","tvEpisode","Quiz Oba-san's Dart Clue Case","Quiz Oba-san's Dart Clue Case","0","2002",NA,NA,"Animation,Comedy,Crime",6.2,36,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1018530","tvEpisode","Truth About the Haunted House: Part 1","Truth About the Haunted House: Part 1","0","2002",NA,NA,"Animation,Comedy,Crime",7.4,37,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1018531","tvEpisode","Truth About the Haunted House: Part 2","Truth About the Haunted House: Part 2","0","2002",NA,NA,"Animation,Comedy,Crime",7.5,39,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt10186780","tvEpisode","Zelda: Four Swords Adventures - Shadow Battle (Gamecube)","Zelda: Four Swords Adventures - Shadow Battle (Gamecube)","0","2017",NA,NA,"Comedy,Talk-Show",7.8,6,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt10187568","tvEpisode","R.C. Pro-Am for NES","R.C. Pro-Am for NES","0","2019",NA,"19","Comedy,Talk-Show",7.2,10,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt10188586","tvEpisode","Dealing with Festival Rejection, Writing Spec Scripts & More!","Dealing with Festival Rejection, Writing Spec Scripts & More!","0","2019",NA,NA,"Documentary",7.5,11,"nm5741914","nm5741914","nm5741914 - nm5741914"
"tt10188778","tvEpisode","Episode #35.156","Episode #35.156","0","2019",NA,NA,"Game-Show",8,6,"nm1227859","nm0341311","nm1227859 - nm0341311"
"tt10188786","tvEpisode","Episode #35.157","Episode #35.157","0","2019",NA,"110","Game-Show",8.4,6,"nm1227859","nm0341311","nm1227859 - nm0341311"
"tt1019130","tvEpisode","Chinatown Deja Vu in the Rain: Part 1","Chinatown Deja Vu in the Rain: Part 1","0","2002",NA,NA,"Animation,Comedy,Crime",7.8,43,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1019131","tvEpisode","Hooligan's Labyrinth: Part 1","Hooligan's Labyrinth: Part 1","0","2002",NA,NA,"Animation,Comedy,Crime",6.9,35,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1019132","tvEpisode","Hooligan's Labyrinth: Part 2","Hooligan's Labyrinth: Part 2","0","2002",NA,NA,"Animation,Comedy,Crime",6.9,36,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1019133","tvEpisode","Mystery of the Water Flowing Stone Garden: Part 1","Mystery of the Water Flowing Stone Garden: Part 1","0","2002",NA,NA,"Animation,Comedy,Crime",6.8,34,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1019134","tvEpisode","Mystery of the Water Flowing Stone Garden: Part 2","Mystery of the Water Flowing Stone Garden: Part 2","0","2002",NA,NA,"Animation,Comedy,Crime",6.9,35,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1019135","tvEpisode","The Small Eye Witnesses","The Small Eye Witnesses","0","2002",NA,NA,"Animation,Comedy,Crime",6.8,36,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1019684","tvEpisode","Chinatown Deja Vu in the Rain: Part 2","Chinatown Deja Vu in the Rain: Part 2","0","2002",NA,NA,"Animation,Comedy,Crime",7.9,47,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1019685","tvEpisode","Kudou Shin'ichi's NY Case: Part 1","Kudou Shin'ichi's NY Case: Part 1","0","2002",NA,NA,"Animation,Comedy,Crime",8.4,53,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1019686","tvEpisode","Kudou Shin'ichi's NY Case: Part 2","Kudou Shin'ichi's NY Case: Part 2","0","2002",NA,NA,"Animation,Comedy,Crime",8,49,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1019687","tvEpisode","Kudou Shin'ichi's NY Case: Part 3","Kudou Shin'ichi's NY Case: Part 3","0","2002",NA,NA,"Animation,Comedy,Crime",8.2,51,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1019688","tvEpisode","Mitsuhiko's Mystifying Forest: Part 1","Mitsuhiko's Mystifying Forest: Part 1","0","2002",NA,NA,"Animation,Comedy,Crime",7.2,40,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1019689","tvEpisode","Mitsuhiko's Mystifying Forest: Part 2","Mitsuhiko's Mystifying Forest: Part 2","0","2002",NA,NA,"Animation,Comedy,Crime",7.5,42,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt10199780","short","Prishvin's ghost","Prishvin's ghost","0","2019",NA,"10","Comedy,Horror,Short",9,137,"nm5954636","nm5954636","nm5954636 - nm5954636"
"tt10203016","short","Attack of the killer pencil","Attack of the killer pencil","0","2019",NA,"4","Comedy,Horror,Sci-Fi",8,29,"nm5954636","nm5954636","nm5954636 - nm5954636"
"tt1020692","tvEpisode","Smash of Love and Determination: Part 1","Smash of Love and Determination: Part 1","0","2002",NA,NA,"Animation,Comedy,Crime",6.8,34,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1020693","tvEpisode","Smash of Love and Determination: Part 2","Smash of Love and Determination: Part 2","0","2002",NA,NA,"Animation,Comedy,Crime",6.8,34,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1020694","tvEpisode","Solitary Island of the Princess and the Dragon King's Palace: Part 1","Solitary Island of the Princess and the Dragon King's Palace: Part 1","0","2002",NA,NA,"Animation,Comedy,Crime",7.8,42,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1020695","tvEpisode","Solitary Island of the Princess and the Dragon King's Palace: Part 2","Solitary Island of the Princess and the Dragon King's Palace: Part 2","0","2002",NA,NA,"Animation,Comedy,Crime",7.6,41,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1020696","tvEpisode","Solitary Island of the Princess and the Dragon King's Palace: Part 3","Solitary Island of the Princess and the Dragon King's Palace: Part 3","0","2002",NA,NA,"Animation,Comedy,Crime",7.8,42,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt10208532","tvEpisode","The Curse of La Llorona","The Curse of La Llorona","0","2019",NA,"8","Comedy,Talk-Show",5.8,10,"nm5741914","nm5741914","nm5741914 - nm5741914"
"tt10213326","short","120 years of Moscow tram. Parade","120 years of Moscow tram. Parade","0","2019",NA,"11","Documentary,Short",8.6,27,"nm5954636","nm5954636","nm5954636 - nm5954636"
"tt10213328","tvEpisode","Episode #35.160","Episode #35.160","0","2019",NA,NA,"Game-Show",8.5,7,"nm1227859","nm0341311","nm1227859 - nm0341311"
"tt1021768","tvEpisode","Courtroom Confrontation II: Kisaki vs. Kujo Reiko - Part 1","Courtroom Confrontation II: Kisaki vs. Kujo Reiko - Part 1","0","2002",NA,NA,"Animation,Comedy,Crime",7.1,33,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1021769","tvEpisode","Courtroom Confrontation II: Kisaki vs. Kujo Reiko - Part 2","Courtroom Confrontation II: Kisaki vs. Kujo Reiko - Part 2","0","2002",NA,NA,"Animation,Comedy,Crime",7.1,33,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1021770","tvEpisode","Houseboat Fishing Shock","Houseboat Fishing Shock","0","2002",NA,NA,"Animation,Comedy,Crime",6.4,33,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1021771","tvEpisode","Kanmon Strait of Friendship and Murderous Intent: Part 1","Kanmon Strait of Friendship and Murderous Intent: Part 1","0","2002",NA,NA,"Animation,Comedy,Crime",6.8,34,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1021772","tvEpisode","Kanmon Strait of Friendship and Murderous Intent: Part 2","Kanmon Strait of Friendship and Murderous Intent: Part 2","0","2002",NA,NA,"Animation,Comedy,Crime",6.9,35,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1021773","tvEpisode","Parade of Malice and Saints: Part 1","Parade of Malice and Saints: Part 1","0","2002",NA,NA,"Animation,Comedy,Crime",7.5,40,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1021774","tvEpisode","Parade of Malice and Saints: Part 2","Parade of Malice and Saints: Part 2","0","2002",NA,NA,"Animation,Comedy,Crime",7.7,44,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1021775","tvEpisode","The Victim Who Came Back","The Victim Who Came Back","0","2002",NA,NA,"Animation,Comedy,Crime",6.4,35,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1021776","tvEpisode","Trembling Metropolitan Police Headquarters 12 Million Hostages","Trembling Metropolitan Police Headquarters 12 Million Hostages","0","2003",NA,NA,"Animation,Comedy,Crime",9.1,80,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt10220458","tvEpisode","Game Boy Advance: Power to the Pocket","Game Boy Advance: Power to the Pocket","0","2019",NA,NA,"Comedy,History",9.1,16,"nm10022395","nm10022395","nm10022395 - nm10022395"
"tt10220648","tvEpisode","2-Player Gyromite (NES)","2-Player Gyromite (NES)","0","2019",NA,"18","Comedy,Talk-Show",7.2,10,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt10222700","tvEpisode","Here Fishy, Fishy, Fishy","Here Fishy, Fishy, Fishy","0","2019",NA,"43","Adventure,Family,Game-Show",7.9,73,"nm0887536","nm1039864,nm0887536","nm0887536 - nm1039864,nm0887536"
"tt10224090","tvEpisode","Episode #35.161","Episode #35.161","0","2019",NA,NA,"Game-Show",8.4,6,"nm1227859","nm0341311","nm1227859 - nm0341311"
"tt10224104","tvEpisode","Episode #35.162","Episode #35.162","0","2019",NA,NA,"Game-Show",9.2,7,"nm1227859","nm0341311","nm1227859 - nm0341311"
"tt1022968","tvEpisode","Contact with the Black Organization: Negotiation Chapter - Part 1","Contact with the Black Organization: Negotiation Chapter - Part 1","0","2003",NA,NA,"Animation,Comedy,Crime",9,67,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1022969","tvEpisode","Contact with the Black Organization: Pursuit Chapter - Part 2","Contact with the Black Organization: Pursuit Chapter - Part 2","0","2003",NA,NA,"Animation,Comedy,Crime",8.7,57,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1022970","tvEpisode","The Dark Footprint: Part 1","The Dark Footprint: Part 1","0","2003",NA,NA,"Animation,Comedy,Crime",7.6,38,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1022971","tvEpisode","The Dark Footprint: Part 2","The Dark Footprint: Part 2","0","2003",NA,NA,"Animation,Comedy,Crime",7.9,41,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1022972","tvEpisode","Unseen Suspect: Part 1","Unseen Suspect: Part 1","0","2003",NA,NA,"Animation,Comedy,Crime",7.5,38,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt10231784","tvEpisode","Avengers: Endgame","Avengers: Endgame","0","2019",NA,NA,"Comedy,Talk-Show",8,52,"nm5741914","nm5741914","nm5741914 - nm5741914"
"tt10233158","tvEpisode","Domino Turnier und Reizwäsche","Domino Turnier und Reizwäsche","0","2018",NA,NA,"Comedy,History,War",9,8,"nm1030346","nm1636775","nm1030346 - nm1636775"
"tt10233340","tvEpisode","Ankunft der amerikanischen Delegation","Ankunft der amerikanischen Delegation","0","2018",NA,NA,"Comedy,History,War",8.9,7,"nm1030346","nm1636775","nm1030346 - nm1636775"
"tt10233762","tvEpisode","Episode #35.163","Episode #35.163","0","2019",NA,NA,"Game-Show",8.3,8,"nm1227859","nm0341311","nm1227859 - nm0341311"
"tt1023400","tvEpisode","Broken Fence of the Observatory","Broken Fence of the Observatory","0","2003",NA,NA,"Animation,Comedy,Crime",6.5,36,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1023401","tvEpisode","Contact with the Black Organization: Desperation Chapter - Part 3","Contact with the Black Organization: Desperation Chapter - Part 3","0","2003",NA,NA,"Animation,Comedy,Crime",9,67,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1023402","tvEpisode","Festival Dolls Dyed in the Setting Sun: Part 1","Festival Dolls Dyed in the Setting Sun: Part 1","0","2003",NA,NA,"Animation,Comedy,Crime",7.2,35,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1023403","tvEpisode","Festival Dolls Dyed in the Setting Sun: Part 2","Festival Dolls Dyed in the Setting Sun: Part 2","0","2003",NA,NA,"Animation,Comedy,Crime",7.2,37,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1023404","tvEpisode","Place Exposed to the Sun","Place Exposed to the Sun","0","2003",NA,NA,"Animation,Comedy,Crime",6.5,35,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt10234170","tvEpisode","Zwei Sekretärinen von SKOJ","Zwei Sekretärinen von SKOJ","0","2019",NA,NA,"Comedy,History,War",9.3,7,"nm1030346","nm1636775","nm1030346 - nm1636775"
"tt10238842","tvEpisode","Die Ankunft des Kommissares für homosexuelle Angelegenheiten","Die Ankunft des Kommissares für homosexuelle Angelegenheiten","0","2018",NA,NA,"Comedy,History,War",9,7,"nm1030346","nm1636775","nm1030346 - nm1636775"
"tt10239048","tvEpisode","Episode #35.165","Episode #35.165","0","2019",NA,NA,"Game-Show",8.7,7,"nm1227859","nm0341311","nm1227859 - nm0341311"
"tt10251156","tvEpisode","Palo je trziste maltezera u cabar","Palo je trziste maltezera u cabar","0","2020",NA,NA,"Comedy",7.8,5,"nm1030346","nm1636775","nm1030346 - nm1636775"
"tt1025920","tvEpisode","Art of Ninja Alibi Craft","Art of Ninja Alibi Craft","0","2003",NA,NA,"Animation,Comedy,Crime",6.3,30,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1025921","tvEpisode","Big Adventure in the Eccentric Mansion, Part 1: Sealed Part","Big Adventure in the Eccentric Mansion, Part 1: Sealed Part","0","2005",NA,NA,"Animation,Comedy,Crime",7.6,33,"nm0766244","nm1108327","nm0766244 - nm1108327"
"tt1025922","tvEpisode","Cigar Case of Good Fortune: Part 1","Cigar Case of Good Fortune: Part 1","0","2003",NA,NA,"Animation,Comedy,Crime",6.8,35,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1025923","tvEpisode","Cigar Case of Good Fortune: Part 2","Cigar Case of Good Fortune: Part 2","0","2003",NA,NA,"Animation,Comedy,Crime",6.7,34,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1025924","tvEpisode","Kaitou Kid's Miracle Midair Walk","Kaitou Kid's Miracle Midair Walk","0","2004",NA,NA,"Animation,Comedy,Crime",8.2,54,"nm0766244","nm1108327","nm0766244 - nm1108327"
"tt1025925","tvEpisode","The Tarnished Masked Hero: Part 1","The Tarnished Masked Hero: Part 1","0","2003",NA,NA,"Animation,Comedy,Crime",7.3,37,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt1025926","tvEpisode","The Tarnished Masked Hero: Part 2","The Tarnished Masked Hero: Part 2","0","2003",NA,NA,"Animation,Comedy,Crime",7.1,36,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt10261164","tvEpisode","Puppet Master","Puppet Master","0","2019",NA,"17","Comedy",8.4,10,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt10261168","tvEpisode","Gotti","Gotti","0","2019",NA,"23","Comedy",8.6,9,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt10261170","tvEpisode","Godzilla: King of the Monsters!","Godzilla: King of the Monsters!","0","2019",NA,"18","Comedy",6.8,9,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt10261172","tvEpisode","10 Awesome Things About Battlefield Earth","10 Awesome Things About Battlefield Earth","0","2019",NA,"19","Comedy",8.7,8,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt10261174","tvEpisode","The Zodiac Killer","The Zodiac Killer","0","2019",NA,"21","Comedy",8.4,8,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt10261178","tvEpisode","Shaft","Shaft","0","2019",NA,"16","Comedy",8.3,8,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt10261554","tvEpisode","Mario Kart 64: The Original King of Kart","Mario Kart 64: The Original King of Kart","0","2019",NA,NA,"Comedy,History",8.5,14,"nm10022395","nm10022395","nm10022395 - nm10022395"
"tt10261576","tvEpisode","Avengers: Endgame - Spoiler Review","Avengers: Endgame - Spoiler Review","0","2019",NA,NA,"Comedy,Talk-Show",8,15,"nm5741914","nm5741914","nm5741914 - nm5741914"
"tt10261746","tvEpisode","Bucky O'Hare (NES) Part 1","Bucky O'Hare (NES) Part 1","0","2019",NA,"17","Comedy,Talk-Show",7.3,10,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt10264256","tvEpisode","I Took Out a Polar Bear","I Took Out a Polar Bear","0","2019",NA,"43","Adventure,Family,Game-Show",7.7,65,"nm0887536","nm1039864,nm0887536","nm0887536 - nm1039864,nm0887536"
"tt10268664","tvEpisode","Episode #35.166","Episode #35.166","0","2019",NA,NA,"Game-Show",8.8,6,"nm1227859","nm0341311","nm1227859 - nm0341311"
"tt10273532","short","Devil's bridge","Devil's bridge","0","2019",NA,"4","Horror,Short,Thriller",8.9,138,"nm5954636","nm5954636","nm5954636 - nm5954636"
"tt10273578","short","Terrible revenge of the crackers-killers","Terrible revenge of the crackers-killers","0","2019",NA,"6","Action,Comedy,Horror",7.9,30,"nm5954636","nm5954636","nm5954636 - nm5954636"
"tt10273636","short","Terrible night in the museum","Terrible night in the museum","0","2019",NA,"6","Horror,Short,Thriller",9.1,117,"nm5954636","nm5954636","nm5954636 - nm5954636"
"tt10273958","tvEpisode","Episode #35.168","Episode #35.168","0","2019",NA,NA,"Game-Show",8.7,7,"nm1227859","nm0341311","nm1227859 - nm0341311"
"tt10279922","tvEpisode","Episode #35.170","Episode #35.170","0","2019",NA,NA,"Game-Show",8.4,8,"nm1227859","nm0341311","nm1227859 - nm0341311"
"tt10291484","tvEpisode","The Art of Box Art","The Art of Box Art","0","2019",NA,NA,"Comedy,History",9.1,17,"nm10022395","nm10022395","nm10022395 - nm10022395"
"tt10294700","tvEpisode","How Netflix Changed TV: Interview with Netflix CCO Ted Sarandos","How Netflix Changed TV: Interview with Netflix CCO Ted Sarandos","0","2019",NA,NA,"Talk-Show",10,14,"nm4440179","nm4440179","nm4440179 - nm4440179"
